species,country_of_origin,variety,aroma,aftertaste,acidity,body,balance,sweetness,total_cup_points,moisture,altitude_mean_meters
Arabica,Taiwan,Typica,7.33,7.17,7.42,7.5,7.33,10,82,0.09,600
Arabica,Thailand,,7.58,7.42,7.42,7.33,7.42,10,82,0.11,800
Arabica,Costa Rica,Catuai,7.5,7.33,7.33,7.75,7.5,10,82,0.1,1300
Arabica,Honduras,Caturra,7.33,7.33,7.5,7.5,7.83,10,82,0.11,1400
Arabica,Colombia,Caturra,7.33,7.58,7.5,7.5,7.58,10,82,0.11,1900
Arabica,Taiwan,Typica,7.42,7.33,7.42,8,7.5,10,82,0.12,650
Arabica,Brazil,Mundo Novo,7.33,7.42,7.17,7.33,7.42,10,82,0.11,1038.5
Arabica,Mexico,Typica,7.67,7.25,7.5,7.42,7.42,10,82,0.12,940
Arabica,Brazil,Mundo Novo,7.42,7.33,7.5,7.33,7.5,10,82,0.12,1000
Arabica,Brazil,Catuai,7.42,7.25,7.5,7.5,7.42,10,82,0.11,1050
Arabica,Guatemala,Bourbon,7.33,7.33,7.5,7.67,7.67,10,82,0.11,NA
Arabica,Brazil,Mundo Novo,7.58,7.17,7.5,7.5,7.42,10,82,0.12,950
Arabica,Guatemala,Bourbon,7.75,7.33,7.42,7.75,7.67,9.33,82,0,1402.08
Arabica,Colombia,Caturra,7.33,7.08,7.42,7.5,7.67,10,82,0.07,1775
Arabica,Guatemala,Bourbon,7.58,7.25,7.58,7.58,7.5,10,81.92,0.1,1901
Arabica,Guatemala,Bourbon,7.5,7.25,7.42,7.42,7.42,10,81.92,0.11,1219.2
Arabica,Honduras,Caturra,7.58,7.25,7.33,7.42,7.5,10,81.92,0.12,1400
Arabica,Brazil,Catuai,7.42,7.33,7.5,7.5,7.33,10,81.92,0.11,1020
Arabica,El Salvador,Bourbon,7.67,7.33,7.5,7.5,7.67,9.33,81.92,0.11,1250
Arabica,Guatemala,Catuai,7.58,7.17,7.83,7.17,7.33,10,81.92,0.11,1550
Arabica,"Tanzania, United Republic Of",Other,7.33,7.33,7.42,7.5,7.58,10,81.92,0.12,1877
Arabica,Nicaragua,,7.58,7.25,7.17,7.5,7.67,10,81.92,0.12,NA
Arabica,Zambia,SL28,7.67,7.42,7.33,7.75,7.42,10,81.92,0,1250
Arabica,Honduras,,7.42,7.33,7.58,7.33,7.5,10,81.92,0.11,NA
Arabica,Taiwan,Typica,7.5,7.42,7.25,7.5,7.5,10,81.92,0.11,1000
Arabica,Mexico,Bourbon,7.58,7.25,7.58,7.5,7.25,10,81.92,0.12,1300
Arabica,Mexico,Typica,7.5,7.25,7.25,7.5,7.5,10,81.92,0.13,981
Arabica,Mexico,Mundo Novo,7.5,7.25,7.5,7.33,7.33,10,81.92,0.14,690
Arabica,Mexico,Other,7.33,7.17,7.58,7.42,7.33,10,81.92,0.12,1650
Arabica,Mexico,Bourbon,7.67,7.33,7.83,7.5,7.5,10,81.92,0.12,1000
Arabica,Brazil,Mundo Novo,7.42,7.25,7.5,7.33,7.5,10,81.92,0.12,1100
Arabica,Colombia,,7.67,7.33,7.58,7.33,7.33,10,81.92,0.09,1600
Arabica,Guatemala,Bourbon,7.42,7.25,7.5,7.33,7.42,10,81.83,0.1,157.8864
Arabica,Costa Rica,Catuai,7.25,7.5,7.33,7.67,7.42,10,81.83,0,1900
Arabica,Brazil,Mundo Novo,7.42,7.42,7.5,7.42,7.25,10,81.83,0.11,973
Arabica,Indonesia,Other,7.75,7.58,7.75,7.92,7.83,10,81.83,0.11,1250
Arabica,Guatemala,Bourbon,7.58,7.33,7.42,7.58,7.25,10,81.83,0.1,3280
Arabica,Brazil,Yellow Bourbon,7.17,6.83,7.5,7.75,7.25,10,81.83,0,1
Arabica,Brazil,Yellow Bourbon,7.58,6.92,6.92,7.67,7.5,10,81.83,0,1
Arabica,Myanmar,Catuai,7.33,7.5,7.42,7.33,7.33,10,81.83,0,4001
Arabica,Mexico,Catuai,7.58,7.33,7.5,7.17,7.33,10,81.83,0.11,1425
Arabica,Honduras,Catuai,7.5,7.33,7.5,7.42,7.25,10,81.83,0.12,1400
Arabica,Costa Rica,Caturra,7.67,7.5,7.25,7.08,7.42,10,81.83,0.09,1300
Arabica,Taiwan,Typica,7.67,7.17,7.25,7.75,7.33,10,81.83,0,700
Arabica,Indonesia,Typica,7.42,7.42,7.33,7.42,7.42,10,81.83,0.11,1300
Arabica,Malawi,Gesha,7.58,7.33,7.33,7.33,7.42,10,81.83,0.13,1556
Arabica,Brazil,Bourbon,7.33,7.25,7.17,7.83,7.33,10,81.83,0.11,1100
Arabica,Honduras,Caturra,7.5,7.33,7.33,7.33,7.33,10,81.83,0.1,1350
Arabica,Mexico,Typica,7.42,7.25,7.5,7.33,7.42,10,81.83,0.11,1550
Arabica,Colombia,Caturra,7.5,7,7.42,7.5,7.58,10,81.83,0,1775
Arabica,United States (Hawaii),Hawaiian Kona,7.83,7.83,8,7.83,7.83,10,81.83,0,NA
Arabica,Brazil,Bourbon,7.75,7.5,7.42,7.83,7.75,9.33,81.83,0.12,1250
Arabica,Guatemala,Bourbon,7.83,7.33,7.33,7.67,7.83,9.33,81.83,0.11,1310.64
Arabica,Mexico,Bourbon,7.83,7.25,7.58,7.25,7.33,10,81.83,0.12,1500
Arabica,Mexico,Typica,7.33,7.25,7.5,7.5,7.5,10,81.83,0.12,1250
Arabica,Brazil,Mundo Novo,7.33,7.25,7.5,7.5,7.25,10,81.83,0.02,925
Arabica,Colombia,,7.58,7.17,7.58,7.33,7.33,10,81.83,0.05,1700
Arabica,United States (Hawaii),,7.25,7.83,7.67,7.75,7.75,10,81.83,0.02,NA
Arabica,Guatemala,Bourbon,7.5,7.25,7.42,7.42,7.33,10,81.75,0.11,1700
Arabica,Vietnam,Caturra,7,7.33,7.5,7.5,7.33,10,81.75,0.12,1040
Arabica,"Tanzania, United Republic Of",Other,7.42,7.42,7.42,7.33,7.33,10,81.75,0.12,1600
Arabica,Brazil,,7.17,7.17,7.25,7.42,8.25,10,81.75,0.1,NA
Arabica,Mexico,Bourbon,7.5,7.33,7.42,7.25,7.25,10,81.75,0.13,774
Arabica,Mexico,Mundo Novo,7.42,7.17,7.67,7.33,7.42,10,81.75,0.13,1250
Arabica,Mexico,Typica,7.42,7.33,7.58,7.33,7.33,10,81.75,0.11,1100
Arabica,Mexico,Caturra,7.33,7.33,7.67,7.42,7.25,10,81.75,0.12,1550
Arabica,Mexico,Typica,7.5,7.25,7.33,7.67,7.25,10,81.75,0.12,1650
Arabica,Colombia,Caturra,7.33,7.33,7.33,7.5,7.67,10,81.75,0,1750
Arabica,Colombia,,7.42,6.92,7.08,7.25,8,10,81.75,0.08,1775
Arabica,Brazil,Bourbon,7.42,7.25,7.5,7.5,7.25,10,81.67,0.11,890
Arabica,Guatemala,Bourbon,7.42,7.08,7.42,7.33,7.42,10,81.67,0.1,1700
Arabica,Guatemala,Bourbon,7.42,7.17,7.67,7.33,7.42,10,81.67,0.12,1219.2
Arabica,Honduras,Catuai,7.58,7.33,7.33,7.42,7.25,10,81.67,0.11,1450
Arabica,"Tanzania, United Republic Of",,7.17,7.33,7.42,7.5,7.33,10,81.67,0,1800
Arabica,Nicaragua,,7.58,7.25,7.25,7.5,7.25,10,81.67,0.1,NA
Arabica,Colombia,,7.75,7.75,7.67,5.25,7.83,10,81.67,0,NA
Arabica,Brazil,Yellow Bourbon,7.25,6.92,7.42,7.5,7.58,10,81.67,0,1
Arabica,"Tanzania, United Republic Of",Other,7.42,7.25,7.42,7.5,7.42,10,81.67,0.12,1500
Arabica,"Tanzania, United Republic Of",Other,7.33,7.5,7.25,7.42,7.33,10,81.67,0.12,1700
Arabica,Brazil,Bourbon,7.25,7.25,7.5,7.5,7.42,10,81.67,0.1,1260
Arabica,Indonesia,Sumatra,7.17,7.33,7.42,7.33,7.42,10,81.67,0.11,NA
Arabica,Honduras,Caturra,7.5,7.5,7.5,7.17,7.17,10,81.67,0.1,1400
Arabica,Costa Rica,Caturra,7.5,7.17,7.17,7.5,7.08,10,81.67,0.11,1850
Arabica,Mexico,,7.42,7.67,8,7.58,7.5,10,81.67,0,NA
Arabica,Taiwan,Typica,7.5,7.5,7.25,7.42,7.25,10,81.67,0.11,150
Arabica,Taiwan,Typica,7.58,7.33,7.42,7.33,7.33,10,81.67,0.11,750
Arabica,Mexico,Typica,7.5,7.08,7.58,7.33,7.33,10,81.67,0.12,1400
Arabica,Guatemala,Bourbon,7.5,7.33,7.33,7.33,7.33,10,81.67,0.11,1752.6
Arabica,Mexico,Typica,7.25,7.58,7.67,7.67,7.58,10,81.67,0.13,1650
Arabica,Mexico,Bourbon,7.67,7.17,7.75,7.5,7.25,10,81.67,0.11,1400
Arabica,Mexico,Bourbon,7.5,7.33,7.42,7.42,7.42,10,81.67,0.11,1200
Arabica,Mexico,Bourbon,7.58,7.25,7.58,7.25,7.17,10,81.67,0.11,1400
Arabica,Mexico,Caturra,7.75,7.25,7.17,7.58,7.33,10,81.67,0.11,940
Arabica,United States (Hawaii),Hawaiian Kona,7.42,7.33,7.33,7.17,7.83,10,81.67,0.1,NA
Arabica,Honduras,Catimor,7.5,7.08,7.42,7.5,7.33,10,81.58,0.11,1200
Arabica,Guatemala,Bourbon,7.42,7.08,7.5,7.42,7.33,10,81.58,0.12,190164
Arabica,Taiwan,Typica,7.42,7.25,7.67,7.33,7.25,10,81.58,0.1,800
Arabica,Costa Rica,Caturra,7.58,7.5,7.17,7.08,7.58,10,81.58,0.12,13
Arabica,"Tanzania, United Republic Of",Other,7.42,7.33,7.42,7.42,7.33,10,81.58,0.12,1800
Arabica,Malawi,Gesha,7.42,7.17,7.58,7.33,7.33,10,81.58,0.13,1100
Arabica,Taiwan,Typica,7.33,7.08,7.08,8.33,8.25,9.33,81.58,0,850
Arabica,Brazil,Yellow Bourbon,7.42,7.33,7.33,7.5,7.25,10,81.58,0.12,1260
Arabica,Guatemala,Bourbon,7.42,7.17,7.58,7.42,7.5,10,81.58,0.12,1310.64
Arabica,Mexico,Typica,7.67,7.42,7.5,6.75,7.42,10,81.58,0.12,1400
Arabica,Mexico,Marigojipe,7.33,7.25,7.5,7.5,7.17,10,81.58,0.11,1600
Arabica,Mexico,Typica,7.67,7.42,7.58,7.58,7.42,8.67,81.58,0.11,1650
Arabica,Thailand,,7.08,7.58,7.58,7.17,7.5,10,81.58,0.01,1499.9208
Arabica,Thailand,,7.33,7.17,7.5,7.58,7.33,10,81.58,0.2,NA
Arabica,Costa Rica,,7.25,7.33,7.33,7.5,7.75,10,81.58,0,1600.2
Arabica,Guatemala,Bourbon,7.67,7.17,7.42,7.33,7.42,10,81.5,0.1,1219.2
Arabica,Nicaragua,Caturra,7.5,7.33,7.33,7.25,7.33,10,81.5,0.11,1100
Arabica,Honduras,Caturra,7.5,7.33,7.42,7.17,7.25,10,81.5,0.1,1400
Arabica,Guatemala,Bourbon,7.5,7.25,7.25,7.5,7.25,10,81.5,0.12,NA
Arabica,Taiwan,Typica,7.5,7.33,7.08,7.58,7.25,10,81.5,0.12,180
Arabica,Myanmar,Catuai,7.25,7.25,7.5,7.33,7.33,10,81.5,0,1219.2
Arabica,Costa Rica,Caturra,7.83,7.08,7.08,7.33,7.5,10,81.5,0.12,1200
Arabica,Malawi,Gesha,7.67,6.92,7.5,7.5,7.17,10,81.5,0.12,1599
Arabica,Guatemala,Other,7.5,7.17,7.58,7.25,7.42,10,81.5,0.12,1219.2
Arabica,Taiwan,Typica,7.42,7.67,7.33,7.42,7.5,9.33,81.5,0.11,900
Arabica,Brazil,Yellow Bourbon,7.58,7.5,7.67,7.67,7.83,9.33,81.5,0,1200
Arabica,Haiti,Blue Mountain,7.42,7.25,7.42,7.42,7.33,10,81.5,0.11,825
Arabica,Taiwan,Typica,7.5,7.25,7.25,7.33,7.33,10,81.5,0.11,600
Arabica,Mexico,Typica,7.33,7.17,7.42,7.5,7.5,10,81.5,0.13,1150
Arabica,Mexico,Typica,7.58,7.25,7.42,7.33,7.33,10,81.5,0.12,1600
Arabica,Mexico,Catuai,7.42,7.17,7.42,7.17,8,10,81.5,0.12,1100
Arabica,Mexico,Typica,7.33,7.33,7.33,7.33,7.42,10,81.5,0.11,1000
Arabica,Mexico,Bourbon,7.42,7.33,7.17,7.25,7.42,10,81.5,0.13,1250
Arabica,Mexico,Typica,7.5,7.25,7.5,7.42,7.58,10,81.5,0.11,1100
Arabica,Indonesia,Other,7.75,7.17,7.33,7.58,7.33,10,81.5,0.12,1400
Arabica,Brazil,Bourbon,7.5,7.17,7.42,7.5,7.33,10,81.5,0.12,125
Arabica,Guatemala,Bourbon,7.33,7.33,7.42,7.17,7.33,10,81.5,0.11,NA
Arabica,Colombia,,7.42,7.17,7.42,7.42,7.33,10,81.5,0.06,1450
Arabica,United States (Hawaii),,7.33,7.33,7.5,7.5,7.83,10,81.5,0,NA
Arabica,Mexico,Mundo Novo,7.58,7.08,7.33,7.5,7.33,10,81.42,0.12,1100
Arabica,Guatemala,Catuai,7.42,7.08,7.58,7.33,7.25,10,81.42,0.1,1371.6
Arabica,Brazil,Catuai,7.33,7.5,7.33,6.83,7.42,10,81.42,0.11,1100
Arabica,Honduras,Catuai,7.5,7.17,7.25,7.5,7.42,10,81.42,0.12,1400
Arabica,Taiwan,Typica,7.83,7.42,7.17,7.08,7.08,10,81.42,0.12,110
Arabica,Malawi,Gesha,7.58,7.33,7.42,7.08,7.42,10,81.42,0.12,1422
Arabica,Brazil,Bourbon,7.25,7.42,7.17,7.33,7.33,10,81.42,0,1100
Arabica,Guatemala,Bourbon,7.42,7.17,7.42,7.42,7.42,10,81.42,0.1,1550
Arabica,Mexico,Typica,7.67,7.25,7.17,7.25,7.42,10,81.42,0,1550
Arabica,Peru,,7.42,7.17,7.33,7.42,7.42,10,81.42,0.1,NA
Arabica,Guatemala,Bourbon,7.42,7.25,7.42,7.42,7.5,10,81.42,0.12,1310.64
Arabica,Mexico,Caturra,7.42,7.25,7.17,7.25,7.42,10,81.42,0.13,763
Arabica,Mexico,Typica,7.42,7.25,7.25,7.5,7.33,10,81.42,0.13,1100
Arabica,Colombia,Caturra,7.5,7.25,7.17,7.17,7.75,10,81.42,0.11,1750
Arabica,Colombia,,7.75,7.42,7,7.33,7.25,10,81.42,0.16,1880
Arabica,United States (Hawaii),Peaberry,7.83,7,7.58,7.58,7.5,10,81.42,0.01,NA
Arabica,Colombia,Caturra,7.5,7.33,7.17,7.33,7.42,10,81.33,0,NA
Arabica,Honduras,Caturra,7.5,7,7.17,7.5,7.33,10,81.33,0.11,1500
Arabica,Mexico,,7.67,7,7.42,7.58,7.08,10,81.33,0.12,1130
Arabica,Brazil,Catuai,7.25,7.33,7.33,7.33,7.42,10,81.33,0.11,1100
Arabica,Honduras,Catuai,7.58,7.17,7.42,7.17,7.17,10,81.33,0.09,1350
Arabica,Brazil,Yellow Bourbon,7.17,7.42,7.25,7.42,7.33,10,81.33,0.12,1200
Arabica,Philippines,Other,7.08,7.42,7.33,7.33,7.5,10,81.33,0.14,1400
Arabica,Malawi,Gesha,7.75,7.08,7.33,7.33,7.25,10,81.33,0.13,1200
Arabica,Honduras,Catuai,7.33,7.17,7.33,7.5,7.33,10,81.33,0.12,1450
Arabica,Mexico,Typica,7.58,7.25,7.33,7.25,7.25,10,81.33,0.13,1800
Arabica,Mexico,Typica,7.33,7.17,7.42,7.58,7.33,10,81.33,0.12,1000
Arabica,Brazil,Catuai,7.5,7.5,7.5,7.75,7.83,9.33,81.33,0.11,1100
Arabica,Taiwan,Typica,7.83,7.67,7.83,7.83,7.75,10,81.25,0.12,680
Arabica,Brazil,Yellow Bourbon,7.17,7.17,7.08,6.92,8.17,10,81.25,0,1
Arabica,Nicaragua,Catuai,7.08,7.33,7.17,7.42,7.25,10,81.25,0.1,1100
Arabica,Honduras,Catuai,7.42,7.17,7.5,7.33,7.25,10,81.25,0.12,1400
Arabica,Guatemala,Pacamara,7.33,7.17,7.25,7.42,7.33,10,81.25,0.09,1700
Arabica,"Tanzania, United Republic Of",Other,7.33,7.17,7.5,7.25,7.42,10,81.25,0.13,1700
Arabica,Taiwan,Typica,7.5,7.25,7.25,7.25,7.25,10,81.25,0.11,650
Arabica,Guatemala,Caturra,7.5,7.5,7.58,7,7.25,10,81.25,0.11,1524
Arabica,Mexico,Typica,7.42,7.33,7.33,7.5,7.42,10,81.25,0.12,1500
Arabica,Nicaragua,,7.33,7.17,7.17,7.58,7.17,10,81.17,0.09,1200
Arabica,"Tanzania, United Republic Of",Bourbon,7.67,7.17,7.33,7.5,7.17,10,81.17,0.12,1050
Arabica,Mexico,Caturra,7.75,7.08,7.25,7.08,7.25,10,81.17,0.12,1200
Arabica,Costa Rica,Caturra,7.5,7.33,7.17,7.08,7.17,10,81.17,0.11,1300
Arabica,Honduras,Catuai,7.42,7,7.42,7.33,7.33,10,81.17,0.13,1450
Arabica,Thailand,Caturra,6.83,7.42,7.17,7.5,7.42,10,81.17,0.12,1450
Arabica,Philippines,Typica,7.25,7.25,7.08,7.58,7.5,10,81.17,0,1200
Arabica,"Tanzania, United Republic Of",Bourbon,7.58,7.17,7.33,7.33,7.25,10,81.17,0.12,1550
Arabica,Malawi,Caturra,7.58,7.33,7.08,7.33,7.33,10,81.17,0.12,995
Arabica,Costa Rica,Catuai,7.33,7.33,7.25,7.33,7.58,10,81.17,0.11,1300
Arabica,Brazil,Catuai,7.42,7.17,7.42,7.33,7.25,10,81.17,0.11,NA
Arabica,Mexico,Typica,7.42,7.08,7.75,7.42,7.17,10,81.17,0.13,1800
Arabica,Guatemala,Caturra,7.42,7.33,7.25,7.25,7.42,10,81.17,0.12,1450
Arabica,Brazil,Mundo Novo,7.42,7.25,7.42,7.5,7.17,10,81.17,0.12,1000
Arabica,United States (Hawaii),,7.25,7.67,7.67,7.42,7.67,10,81.17,0.04,NA
Arabica,Ethiopia,,7.42,7.17,7.33,7.42,7.17,10,81.08,0.11,NA
Arabica,Brazil,Mundo Novo,7.58,7.5,7.25,7.75,7.58,9.33,81.08,0.11,695
Arabica,Nicaragua,Other,7.33,7.33,7.42,7.33,7.33,10,81.08,0.11,1100
Arabica,United States,Pache Comun,7.42,7.33,7.42,7.25,7.33,10,81.08,0,1706.88
Arabica,"Tanzania, United Republic Of",Other,7.42,7.33,7.25,7.25,7.33,10,81.08,0.13,1456
Arabica,Costa Rica,Caturra,7.42,7.17,7.25,7.25,7.58,10,81.08,0.13,1500
Arabica,United States (Puerto Rico),Other,7.67,7.67,7.58,7.58,7.67,10,81.08,0,853.44
Arabica,Mexico,Typica,7.25,7.33,7.33,7.17,7.33,10,81.08,0.13,1650
Arabica,Mexico,Typica,7.33,7.33,7.42,7.25,7.42,10,81.08,0.12,1300
Arabica,Mexico,Typica,7.33,7.25,7.42,7.25,7.25,10,81.08,0.11,1642
Arabica,Mexico,Typica,7.42,7.25,7.42,7.17,7.25,10,81.08,0.1,1200
Arabica,United States (Hawaii),Hawaiian Kona,7.42,7.25,7.58,6.92,7.17,10,81.08,0.06,NA
Arabica,Brazil,Bourbon,7.25,7.17,7.5,7.33,7.17,10,81,0.11,NA
Arabica,El Salvador,Bourbon,7.42,7.08,7.33,7.25,7.58,10,81,0,1450
Arabica,Brazil,Yellow Bourbon,7.33,7.17,7.67,7.33,7.17,10,81,0.11,NA
Arabica,Guatemala,Bourbon,7.42,7.17,7.5,7.25,7.17,10,81,0.09,3280
Arabica,Colombia,Caturra,7.67,7.42,5.25,7.67,7.75,10,81,0,1600
Arabica,Guatemala,Bourbon,7.5,7,7.25,7.5,7.25,10,81,0.11,1219.2
Arabica,Taiwan,Typica,7.25,7.17,7.25,7.5,7.33,10,81,0.12,758
Arabica,Honduras,Caturra,7.42,7.25,7.33,7.25,7.17,10,81,0.12,1350
Arabica,Brazil,Mundo Novo,7.67,7.83,7.75,7.83,7.75,10,81,0.12,NA
Arabica,"Tanzania, United Republic Of",Other,7.33,7.08,7.42,7.17,7.33,10,81,0.12,1525
Arabica,Uganda,SL14,7.33,7.17,7.33,7.42,7.42,10,81,0.12,1700
Arabica,Taiwan,Typica,7.5,7.33,7.33,7.33,7.33,10,81,0.11,1100
Arabica,Thailand,,7.33,7.25,7.42,7.25,7.17,10,81,0,800
Arabica,Mexico,Other,7.08,7.33,7.33,7.42,7.25,10,81,0.12,950
Arabica,Mexico,Typica,7.58,7.5,7.67,7.58,7.5,10,81,0,1100
Arabica,Taiwan,Other,7.33,7.25,7.33,7.33,7.25,10,80.92,0,200
Arabica,Guatemala,Bourbon,7.67,7.33,7.58,7.67,7.5,9.33,80.92,0.1,1901
Arabica,Kenya,SL28,7.17,7.5,7.5,8,7.75,10,80.92,0.11,1600
Arabica,Mexico,Bourbon,7.5,7.17,7.42,7.5,7.33,10,80.92,0.11,1100
Arabica,Myanmar,Other,7.17,7,7.58,7.33,7,10,80.92,0,1066.8
Arabica,United States (Hawaii),Hawaiian Kona,7.42,7.17,7.17,7.58,7.25,10,80.92,0.1,NA
Arabica,"Tanzania, United Republic Of",Other,7.33,7.17,7.25,7.42,7.33,10,80.92,0.12,1700
Arabica,Brazil,Yellow Bourbon,7.25,7.25,7.25,7.25,7.33,10,80.92,0.12,1200
Arabica,Taiwan,Typica,7.92,7.33,7.08,7.08,7.08,10,80.92,0.09,550
Arabica,Brazil,Bourbon,7.17,7.17,7.25,7.25,7.33,10,80.92,0.1,1100
Arabica,Nicaragua,Caturra,7.33,7.25,7,7.5,7.42,10,80.92,0.1,1050
Arabica,Guatemala,Pacas,7.58,6.92,7.5,7.25,7.17,10,80.92,0.12,1524
Arabica,Taiwan,Typica,7.42,7.25,7.25,7.25,7.25,10,80.92,0.11,900
Arabica,Taiwan,Typica,7.25,7.08,7.08,7.08,8.08,10,80.92,0.11,688
Arabica,Taiwan,Typica,7.42,7.25,7.25,7.25,7.25,10,80.92,0.11,300
Arabica,Mexico,Typica,7.58,7.08,7.5,7.17,7.25,10,80.92,0.13,1186
Arabica,Thailand,Peaberry,7.67,7.33,7.33,7.17,7,10,80.92,0,NA
Arabica,Laos,Catimor,7.42,7.17,7.17,7.17,7.25,10,80.83,0,1300
Arabica,Guatemala,Caturra,7.67,7.08,7.33,7.17,7.25,10,80.83,0.11,1200
Arabica,Mexico,Catuai,7.17,7.25,7.42,7.25,7.33,10,80.83,0.13,1210
Arabica,Mexico,Typica,7.33,7.33,7.33,7.25,7.17,10,80.83,0.11,1100
Arabica,Mexico,Bourbon,7.5,7.33,7.25,7.17,7.17,10,80.83,0.13,100
Arabica,United States (Hawaii),Hawaiian Kona,7.42,7,7.25,7.33,7.5,10,80.83,0.1,NA
Arabica,Colombia,,7.33,7,6.83,7.33,7.67,10,80.83,0.01,1800
Arabica,Brazil,,7.17,7.08,7.17,7.25,7.58,10,80.75,0,NA
Arabica,Myanmar,Catuai,6.92,7,7.58,7.5,7.08,10,80.75,0,3825
Arabica,Guatemala,Caturra,7.5,7,7.42,7.17,7.17,10,80.75,0.12,1706.88
Arabica,Nicaragua,Other,7.25,7.17,7.25,7.33,7.25,10,80.75,0.12,110000
Arabica,Honduras,Caturra,7.5,7,7.42,7.25,7.17,10,80.75,0.11,1450
Arabica,Panama,Caturra,7.25,7.17,7.33,7.33,7.17,10,80.75,0.11,1680
Arabica,Honduras,Catuai,7.42,7.08,7.42,7.25,7.25,10,80.75,0.09,1350
Arabica,Honduras,Catuai,7.25,7.08,7.5,7.25,7.33,10,80.75,0.13,1450
Arabica,Costa Rica,Caturra,7.33,7.25,7.25,7.17,7.17,10,80.75,0.11,1300
Arabica,Mexico,Typica,7.58,7.42,7.25,7.5,7.5,10,80.75,0.11,1200
Arabica,Haiti,Typica,7.42,7.42,7.25,7.08,7.33,10,80.75,0.12,1000
Arabica,United States (Hawaii),Arusha,7.08,7.17,7.25,7.33,7.67,10,80.75,0.13,NA
Arabica,Taiwan,Typica,7.33,7.08,7.08,7.42,7.33,10,80.67,0,NA
Arabica,Indonesia,Mandheling,7.58,7,7.67,7.5,7.5,10,80.67,0.13,1350
Arabica,Guatemala,Bourbon,7.67,6.83,7.17,7.42,7.17,10,80.67,0.11,1500
Arabica,Costa Rica,Caturra,7.83,7.67,7.67,7.83,7.5,10,80.67,0.11,185
Arabica,Malawi,Caturra,7.5,7.17,7.17,7.25,7.17,10,80.67,0.12,995
Arabica,Mexico,Typica,7.25,7.17,7.25,7.17,7.42,10,80.67,0.12,1200
Arabica,Colombia,Caturra,7.67,7.42,7.67,7.5,7.75,6.67,80.67,0,1550
Arabica,Guatemala,Bourbon,7.67,7,7.5,7,7,10,80.67,0.12,1550
Arabica,Guatemala,Bourbon,7,7.5,7.33,7,7.33,10,80.67,0.11,NA
Arabica,Guatemala,Bourbon,7,7.33,7.17,7.17,7.17,10,80.67,0.11,NA
Arabica,Colombia,,7.17,7.08,7.42,7.08,7.42,10,80.67,0.18,NA
Arabica,Brazil,,7.33,7.33,7.08,7.58,7.25,10,80.58,0.11,NA
Arabica,Nicaragua,,7.08,7,7.25,7.42,7,10,80.58,0.11,NA
Arabica,"Tanzania, United Republic Of",Other,7.25,7.08,7.33,7.33,7.25,10,80.58,0.12,1400
Arabica,Brazil,Bourbon,7.42,7.33,7,7.08,7.25,10,80.58,0,1200
Arabica,Honduras,Caturra,7.5,7,7.42,7.33,7,10,80.58,0.11,1400
